Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Kahin Din Kahin Raat,(1968),165,"['Action', ' Crime', ' Thriller']",5.6,14.0,Darshan Sabharwal,Biswajit Chatterjee,Sapana,Pran
Kahin Hai Mera Pyar,(2014),138,"['Drama', ' Musical', ' Romance']",5.7,18.0,Mahesh Vaijnath Doijode,Manas Das,Eesha Agarwal,Gajendra Chauhan
Kahin Pyaar Na Ho Jaaye,(1963),120,['Comedy'],7.5,24.0,Kalpataru,Shakila,Mehmood,Om Prakash
Kahtey Hain Mujhko Raja,(1975),135,"['Action', ' Family']",5.2,21.0,Biswajit Chatterjee,Dharmendra,Biswajit Chatterjee,Hema Malini
Kai Kodukkam Kai,(1984),131,"['Action', ' Drama']",6.3,75.0,J. Mahendran,Chinnijayanth,Y.G. Mahendran,Rajinikanth
Kairee,(1999),93,['Drama'],5.4,104.0,Amol Palekar,Yogita Deshmukh,Shilpa Navalkar,Mohan Gokhale
Kaisay Kahein...,(2007),123,"['Drama', ' Romance']",6.2,54.0,Mohit Hussein,Rajvirr Singh,Neha Julka,Aditi Govitrikar
Kaise Kahoon,(1964),135,['Drama'],6.6,11.0,Atma Ram,Biswajit Chatterjee,Nanda,Om Prakash
Kaise Kahoon Ke... Pyaar Hai,(2003),135,"['Crime', ' Romance']",3.3,34.0,Anil Kumar Sharma,Amit Hingorani,Sharbani Mukherjee,Dharmendra
Kaise Kaise Rishte,(1993),135,['Romance'],4.9,7.0,Akash Mehra,Ayesha Jhulka,Shahbaaz Khan,Vikas Anand
Kajarya,(2013),132,['Drama'],6.6,131.0,Madhureeta Anand,Meenu Hooda,Ridhima Sud,Kuldeep Ruhil
Kajraare,(2010),112,"['Crime', ' Drama', ' Romance']",2.8,404.0,Pooja Bhatt,Himesh Reshammiya,Sara Loren,Amrita Singh
Kaksparsh,(2012),140,"['Drama', ' Family', ' History']",7.9,779.0,Mahesh Manjrekar,Sachin Khedekar,Priya Bapat,Abhijit Kelkar
Kal Aaj Aur Kal,(1971),156,"['Family', ' Musical', ' Romance']",6.9,308.0,Randhir Kapoor,Prithviraj Kapoor,Raj Kapoor,Babita Kapoor
Kal Hamara Hai,(1959),127,['Drama'],6.7,18.0,S.K. Prabhakar,Madhubala,Bharat Bhushan,Jayant
Kal Hamara Hai,(2016),135,['Drama'],5.9,9.0,Dhruv Lather,Shivangi Bhayana,Tarun Gahlot,Himanshu Kohli
Kal Ki Awaz,(1992),162,['Action'],6.2,65.0,B.R. Chopra,Ravi Chopra,Dharmendra,Raj Babbar
Kal Kissne Dekha,(2009),134,"['Action', ' Crime', ' Romance']",3.6,435.0,Vivek Sharma,Jackky Bhagnani,Nushrat Bharucha,David Bueno
Kal: Yesterday and Tomorrow,(2005),120,"['Drama', ' Mystery', ' Thriller']",6.3,111.0,Ruchi Narain,Shiney Ahuja,Murad Ali,Ahmed Chaudhary
Kala Aadmi,(1960),140,"['Action', ' Drama', ' Mystery']",6.0,7.0,Ved-Madan,Ashok Kumar,Shyama,Johnny Walker
Kala Bazaar,(1989),160,"['Action', ' Drama']",5.5,203.0,Rakesh Roshan,Anil Kapoor,Jackie Shroff,Farha Naaz
Kala Bazar,(1960),163,"['Crime', ' Drama', ' Musical']",7.4,262.0,Vijay Anand,Dev Anand,Waheeda Rehman,Nanda
Kala Coat,(1993),135,"['Action', ' Crime', ' Drama']",3.3,6.0,Mehmood Khan,Kapil Karzan,Meera Madhuri,Bandini Mishra
Kala Dhanda Goray Log,(1986),158,"['Drama', ' Family']",5.7,35.0,Sanjay Khan,Sunil Dutt,Sanjay Khan,Anita Raj
Kala Pani,(1958),164,"['Crime', ' Musical', ' Romance']",7.1,277.0,Raj Khosla,Dev Anand,Madhubala,Nalini Jaywant
Kala Pani,(1980),126,['Action'],5.6,16.0,Shibu Mitra,Shashi Kapoor,Neetu Singh,Bindu
Kala Suraj,(1985),135,"['Action', ' Drama']",4.3,6.0,Desh Gautam,Shatrughan Sinha,Sulakshana Pandit,Rakesh Roshan
Kalaakaar,(1983),135,"['Family', ' Romance']",6.2,76.0,P. Sambasiva Rao,Kunal Goswami,Sridevi,Rakesh Bedi
Kalabaaz,(1977),145,"['Action', ' Adventure', ' Drama']",6.4,29.0,Ashok Roy,Dev Anand,Zeenat Aman,Pradeep Kumar
Kalaignan,(1993),143,"['Action', ' Drama', ' Thriller']",6.3,221.0,G.B. Vijay,Kamal Haasan,Bindiya,Farheen
Kali Ganga,(1990),135,['Action'],4.0,16.0,Raj N. Sippy,Dimple Kapadia,Suresh Oberoi,Govinda
Kali Ghata,(1951),145,"['Drama', ' Romance']",6.3,9.0,Kishore Sahu,Kishore Sahu,Bina Rai,Asha Mathur
Kali Ghata,(1980),131,"['Romance', ' Thriller', ' Mystery']",5.8,33.0,Ved Rahi,Shashi Kapoor,Rekha,Danny Denzongpa
Kali Salwaar,(2002),112,['Drama'],6.2,95.0,Fareeda Mehta,Sadiya Siddiqui,Irrfan Khan,Surekha Sikri
Kali Topi Lal Rumal,(1959),129,"['Musical', ' Romance']",5.7,15.0,Tara Harish,Shakila,Chandrashekhar,Agha
Kalichaat,(2018),70,['Drama'],8.0,6.0,Sudhanshu Sharma,Prakash Deshmukh,Virendra Kumar Nathenial,Geetika Shyam
Kalicharan,(1976),143,"['Action', ' Adventure', ' Crime']",6.7,251.0,Subhash Ghai,Shatrughan Sinha,Reena Roy,Ajit
Kalicharan,(1998),135,['Action'],4.9,11.0,Imran Khalid,Ishrat Ali,Monica Bedi,Bob Christo
Kalidas,(1931),135,"['Drama', ' History', ' Musical']",6.2,12.0,H.M. Reddy,T.P. Rajalakshmi,P.G. Venkatesan,L.V. Prasad
Kalka,(1983),135,['Drama'],6.0,8.0,Loksen Lalvani,Shatrughan Sinha,Raj Babbar,Rameshwari
Kalloori Vaasal,(1996),135,"['Comedy', ' Romance']",5.1,159.0,Pavithran,Ajith Kumar,Prashanth,Pooja Bhatt
Kalpana,(1960),135,['Romance'],7.1,19.0,R.K. Rakhan,Ashok Kumar,Padmini,Ragini
Kalpana,(1948),122,['Musical'],6.7,39.0,Uday Shankar,Lakshmi Kanta,Usha Kiran,Lalitha
Kalsandhya,(1997),124,['Drama'],7.2,13.0,Bhabendra Nath Saikia,Hemen Barman,Munin Barua,Mridula Baruah
Kalyug,(1981),152,['Drama'],7.8,501.0,Shyam Benegal,Shashi Kapoor,Rekha,Raj Babbar
Kalyug Aur Ramayan,(1987),135,['Drama'],4.4,53.0,Babubhai Mistry,Manoj Kumar,Rajiv Goswami,Madhavi
Kalyug Ke Avtaar,(1995),135,"['Action', ' Romance']",3.2,13.0,Shyam Ralhan,Jeetendra,Reena Roy,Madhoo
Kama Sundari,(2001),130,['Thriller'],5.2,17.0,Balvinder Sandhu,Monica Castelino,Nagesh Bhonsle,Satyendra Kapoor
Kamaal Dhamaal Malamaal,(2012),148,"['Comedy', ' Drama']",4.1,750.0,Priyadarshan,Nana Patekar,Shreyas Talpade,Om Puri
Kamasutra 3D,(2013),110,"['Drama', ' Romance']",6.5,510.0,Rupesh Paul,Mohan Kapur,Abha Paul,Makrand Deshpande
Kamla,(1984),120,['Drama'],7.1,55.0,Jag Mundhra,Shabana Azmi,Deepti Naval,Marc Zuber
Kamla Ki Maut,(1989),95,['Drama'],7.2,212.0,Basu Chatterjee,Pankaj Kapur,Supriya Pathak,Roopa Ganguly
Kamsin: The Untouched,(1997),88,['Drama'],5.1,12.0,Amit Suryavanshi,Birbal,K.K. Goswami,Jyoti
Kan Kan Men Bhagwan,(1963),124,"['Adventure', ' Drama', ' Fantasy']",5.8,10.0,Babubhai Mistry,Anita Guha,Mahipal,Ram Singh
Kanave Kalaiyadhe,(1999),157,"['Action', ' Drama']",6.0,22.0,V. Gowthaman,Sabitha Anand,Charlie,Chinnijayanth
Kanch Ki Gudiya,(1961),135,"['Drama', ' Family']",4.7,7.0,Harnam Singh Rawail,Manoj Kumar,Sayeeda Khan,Shubha Khote
Kandy Twist,(2019),113,['Drama'],8.2,8.0,Shiva Rindani,Dinero Ash,Pari Chaudhary,Greg de Sousa
Kaneez,(1949),140,"['Drama', ' History']",6.2,5.0,Krishna Kumar,Munawwar Sultana,Shyam,Urmila
Kangan,(1959),144,['Mystery'],6.8,9.0,Nanabhai Bhatt,Nirupa Roy,Ashok Kumar,Purnima
Kangan,(1971),139,['Drama'],6.6,16.0,K.B. Tilak,Ashok Kumar,Mala Sinha,Sanjeev Kumar
Kanhaiya,(1959),175,"['Romance', ' Drama', ' Family']",6.7,45.0,Om Prakash,Raj Kapoor,Nutan,Lalita Pawar
Kanhaiyaa,(1981),135,"['Action', ' Crime', ' Drama']",5.4,5.0,Khalid Sami,Master Amit,Master Chaitanya,Asha Chandra
Kanmani,(1994),137,"['Drama', ' Romance']",3.7,7.0,R.K. Selvamani,Jaishankar,Mansoor Ali Khan,Lakshmi
Kannan Varuvaan,(2000),135,['Romance'],5.8,39.0,Sundar C.,Karthik,Mantra,Divyaa Unni
Kanoon,(1960),150,"['Drama', ' Crime', ' Mystery']",7.9,415.0,B.R. Chopra,Rajendra Kumar,Ashok Kumar,Nanda
Kanoon,(1994),104,"['Action', ' Drama']",3.1,135.0,Sushma Shiromani,Ajay Devgn,Urmila Matondkar,Kiran Kumar
Kanoon Apna Apna,(1989),162,"['Action', ' Crime', ' Drama']",5.6,146.0,Gopal B.,Dilip Kumar,Nutan,Sanjay Dutt
Kanoon Ki Hathkadee,(1988),135,['Action'],4.0,9.0,K. Bapaiah,Sridevi,Krishna,Gummadi
Kanoon Ki Zanjeer,(1990),135,"['Action', ' Crime']",4.2,11.0,P. Lakshman,Dharmendra,Jaya Prada,Raj Babbar
Kanoon Kya Karega,(1984),135,['Thriller'],6.2,45.0,Mukul Anand,Suresh Oberoi,Deepti Naval,Iftekhar
Kanoon Meri Mutthi Mein,(1984),135,['Action'],6.6,5.0,Chand,K. Prasad,Raj Babbar,Parveen Babi
Kanwarlal,(1988),150,"['Action', ' Drama']",4.6,18.0,S.S. Ravichandra,Salma Agha,Arjun,Raj Babbar
Kanyadaan,(1968),149,"['Drama', ' Romance']",7.3,78.0,Mohan Segal,Asha Parekh,Shashi Kapoor,Sayeeda Khan
Kanyadaan,(2017),114,['Drama'],6.9,17.0,Akshay Dinesh Vaishnav,Deepika Amin,Mrinmayee Godbole,Darshan Jariwala
Kaphal: Wild Berries,(2013),90,"['Action', ' Adventure', ' Drama']",8.2,45.0,Batul Mukhtiar,Hema Bisht,Ramkishan Choyal,Subrat Dutta
Karamati Coat,(1993),86,"['Comedy', ' Family', ' Fantasy']",7.1,182.0,Ajay Karthik,Prachi Save,Swapnesh Sawant,Vikram Acharya
Karamdaata,(1986),135,['Drama'],5.7,21.0,Shashilal K. Nair,Shammi Kapoor,Mithun Chakraborty,Amrita Singh
Karan,(1994),120,['Action'],4.0,23.0,Shiv Kumar,Virender Razdan,Prem Chopra,Balwant Dullat
Karar: The Deal,(2014),115,['Thriller'],4.2,64.0,Sabir,Mahek Chahal,Tarun Arora,Shashi Wadia
Karate,(1983),127,"['Action', ' Drama', ' Musical']",6.2,56.0,Deb Mukherjee,Mithun Chakraborty,Deb Mukherjee,Kaajal Kiran
Karim Mohammed,(2018),99,['Drama'],4.8,30.0,Pawan Kumar Sharma,Alka Amin,Veer Gujjar,Rajesh Jais
Karishma Kali Kaa,(1990),135,['Horror'],4.1,13.0,Ashok Punjabi,Amrita Singh,Shatrughan Sinha,Urmila Bhatt
Karishma Kudrat Kaa,(1985),185,"['Action', ' Drama']",6.1,57.0,Sunil Hingorani,Rati Agnihotri,Urmila Bhatt,Mithun Chakraborty
Karishmaa,(1984),130,"['Crime', ' Thriller']",6.5,43.0,I.V. Sasi,Kamal Haasan,Reena Roy,Tina Ambani
Karle Pyaar Karle,(2014),110,"['Action', ' Romance']",2.7,128.0,Rajesh Pandey,Shiv Darshan,Hasleen Kaur,Aham Sharma
Karm,(1977),156,"['Drama', ' Family']",6.7,72.0,B.R. Chopra,Rajesh Khanna,Vidya Sinha,Shabana Azmi
"Karma, Confessions and Holi",(2009),110,['Drama'],2.9,125.0,Manish Gupta,Rati Agnihotri,Armin Amiri,Kulraaj Anand
Karma: Crime. Passion. Reincarnation,(2008),97,"['Crime', ' Drama', ' Mystery']",5.0,105.0,M.R. Shahjahan,Alma S. Grey,Carl Weyant,Vijayendra Ghatge
Karmayogi,(1978),135,"['Action', ' Drama']",6.0,42.0,Ram Maheshwari,Mala Sinha,Raaj Kumar,Jeetendra
Karmveer,(1980),135,['Action'],7.6,15.0,Mohan Babu,Sarath Babu,Anjali Devi,Jayamalini
Karmyoddha,(1992),135,"['Action', ' Drama']",6.2,22.0,Dayal Nihalani,Raj Babbar,Dimple Kapadia,Javed Jaffrey
Karmyudh,(1985),130,['Action'],4.4,16.0,Swaroop Kumar,Mithun Chakraborty,Anita Raj,Pran
Karobaar: The Business of Love,(2000),180,"['Drama', ' Romance']",4.4,237.0,Rakesh Roshan,Juhi Chawla,Anil Kapoor,Rishi Kapoor
Kartavya,(1995),135,"['Action', ' Drama', ' Thriller']",5.0,58.0,Raj Kanwar,Sanjay Kapoor,Juhi Chawla,Moushumi Chatterjee
Kartavya,(1979),168,"['Action', ' Drama']",7.0,55.0,Mohan Segal,Dharmendra,Rekha,Nirupa Roy
Kartoos,(1999),124,"['Action', ' Thriller']",5.1,514.0,Mahesh Bhatt,Sanjay Dutt,Jackie Shroff,Manisha Koirala
Kartooz,(2014),97,"['Action', ' Adventure']",3.0,7.0,Panna Hossain,Faruque Azam,Anindita Chatterjee,Sumita Chatterjee
Karunamayudu,(1978),160,"['Biography', ' Drama', ' Family']",7.7,37.0,A. Bhimsingh,Christopher Coelho,Chandramohan,Rajasulochana
Karwat,(1982),135,['Action'],3.8,5.0,Anil Ganguly,Mithun Chakraborty,Bindiya Goswami,Sujit Kumar
Karz Chukana Hai,(1991),135,['Drama'],5.5,95.0,Vimal Kumar,Govinda,Juhi Chawla,Raj Kiran
Karz: The Burden of Truth,(2002),173,"['Action', ' Crime', ' Drama']",3.9,390.0,Harry Baweja,Sunny Deol,Sunil Shetty,Shilpa Shetty Kundra
Kasaai,(2019),96,['Drama'],6.6,29.0,Gajendra Shanker Shrotriya,Raman Atre,Ashok Banthia,Amit Bimrot
Kasak,(1992),150,"['Drama', ' Romance']",5.1,27.0,K. Bapaiah,Aparajita,Asrani,Laxmikant Berde
Kasak,(2005),107,['Drama'],4.5,63.0,Rajiv Babbar,Lucky Ali,Meera,Puneet Issar
Kasam,(1988),157,"['Action', ' Drama', ' Romance']",5.1,53.0,Umesh Mehra,Master Bunty,Sudhir Dalvi,Ketki Dave
Kasam,(2001),135,"['Action', ' Drama']",2.9,105.0,Shibu Mitra,Naseeruddin Shah,Sunny Deol,Chunky Panday
Kasam Bhawani Ki,(1981),135,['Action'],6.4,5.0,Chand,M. Maroof,Yogeeta Bali,Vijayendra Ghatge
Kasam Khoon Ki,(1977),135,"['Action', ' Thriller']",5.3,10.0,Ashok Roy,Jeetendra,Sulakshana Pandit,Asrani
Kasam Paida Karne Wale Ki,(1984),145,"['Action', ' Drama']",5.7,131.0,Babbar Subhash,Mithun Chakraborty,Smita Patil,Salma Agha
Kasam Suhag Ki,(1989),135,"['Action', ' Crime', ' Drama']",4.9,21.0,Mohan Segal,Dharmendra,Rekha,Suresh Oberoi
Kasam Teri Kasam,(1993),156,"['Drama', ' Romance']",4.3,15.0,Raman Kumar,Krishan Kumar,Kanchan,Kunickaa Sadanand
Kasam Vardi Kee,(1989),135,"['Action', ' Crime']",4.3,13.0,Shibu Mitra,Jeetendra,Bhanupriya,Chunky Panday
Kasauti,(1974),131,"['Drama', ' Romance']",5.9,115.0,Aravind Sen,Hema Malini,Amitabh Bachchan,Pran
Kasba,(1991),121,['Drama'],7.0,49.0,Kumar Shahani,Navjot Hansra,K.K. Raina,Manohar Singh
Kash... Aap Hamare Hote,(2003),135,"['Family', ' Musical', ' Romance']",5.0,86.0,Ravindra Peepat,Juhi Babbar,Sonu Nigam,Om Puri
Kashmakash,(1973),134,"['Action', ' Family', ' Mystery']",5.4,13.0,Feroz Chinoy,Feroz Khan,Rekha,Shatrughan Sinha
Kashmir Daily,(2018),148,"['Drama', ' Thriller']",6.7,23.0,Hussein Khan,Zameer Ashai,Shahid Gulfam,Hussein Khan
Kashmir Ki Kali,(1964),168,"['Comedy', ' Musical', ' Romance']",7.1,487.0,Shakti Samanta,Shammi Kapoor,Sharmila Tagore,Pran
Kasme Vaade,(1978),135,"['Action', ' Crime', ' Drama']",6.6,411.0,Ramesh Behl,Rakhee Gulzar,Amitabh Bachchan,Randhir Kapoor
Kasoor,(2001),151,"['Drama', ' Mystery', ' Thriller']",6.0,937.0,Vikram Bhatt,Divya Dutta,Sucheta Paushe,Lisa Ray
Kasturi,(1980),135,['Drama'],5.6,11.0,Bimal Dutta,Agha,Mithun Chakraborty,Arvind Deshpande
Kath Putli,(1957),152,"['Drama', ' Family']",6.9,29.0,Nitin Bose,Amiya Chakrabarty,Vyjayanthimala,Balraj Sahni
Kathor,(2018),110,['Drama'],5.6,10.0,Karan Kashyap,Lalit Parimoo,Sheetal Dimri,Abhisek Pandey
Kathputli,(1971),148,"['Drama', ' Romance']",6.9,34.0,Brij,Jeetendra,Mumtaz,Helen
Kati Patang,(1970),167,"['Drama', ' Family', ' Musical']",7.2,946.0,Shakti Samanta,Rajesh Khanna,Asha Parekh,Prem Chopra
Katilon Ke Kaatil,(1981),199,"['Action', ' Comedy', ' Drama']",6.4,92.0,Anil Hingorani,Arjun Hingorani,Dharmendra,Rishi Kapoor
Katiyabaaz,(2013),84,"['Documentary', ' Drama']",7.8,485.0,Deepti Kakkar,Fahad Mustafa,Ritu Maheshwari,Loha Singh
Katputtli,(2006),119,['Thriller'],5.6,24.0,Sanjay Khanna,Milind Soman,Mink Singh,Sameer Dharmadhikari
Kaun Apna Kaun Paraya,(1963),135,"['Drama', ' Family']",4.7,9.0,Niranjan,Waheeda Rehman,Vijay Kumar,Johnny Walker
Kaun Hai Jo Sapno Mein Aaya,(2004),127,['Musical'],5.1,46.0,Rajesh Bhatt,Richa Pallod,Anupam Kher,Kader Khan
Kaun Jeeta Kaun Haara,(1987),119,"['Comedy', ' Drama']",5.9,29.0,Rakesh Kumar,Tinnu Anand,Amitabh Bachchan,Bhavana Balsawar
Kaun Kare Kurbanie,(1991),154,"['Action', ' Crime', ' Drama']",3.2,49.0,Arjun Hingorani,Dharmendra,Govinda,Anita Raj
Kaun Kitney Paani Mein,(2015),112,"['Comedy', ' Drama', ' Family']",6.1,458.0,Nila Madhab Panda,Kunal Kapoor,Radhika Apte,Saurabh Shukla
Kaun Kitney Pani Mein,(1987),135,"['Action', ' Thriller']",6.4,33.0,Shibu Mitra,Mahendra Sandhu,Brahmachari,Mohan Choti
Kaun Rokega Mujhe,(1997),123,"['Action', ' Thriller']",3.8,18.0,Kamal Raj Bhasin,Coca Cola,Sadashiv Amrapurkar,Asrani
Kaun Sachcha Kaun Jhootha,(1997),130,"['Drama', ' Mystery', ' Thriller']",5.5,101.0,Partho Ghosh,Rishi Kapoor,Sridevi,Suresh Oberoi
Kaun? Kaisey?,(1983),127,['Crime'],6.4,45.0,Neelu Arora,Beena Bannerjee,Bina,Ardhendu Bose
Kavi,(1954),135,['Romance'],3.6,8.0,Debaki Bose,Bharat Bhushan,Geeta Bali,Nalini Jaywant
Kavi Kalidas,(1959),139,"['Drama', ' Musical']",7.1,17.0,S.N. Tripathi,Bharat Bhushan,Nirupa Roy,Anita Guha
Kaya Palat,(1983),121,"['Comedy', ' Fantasy']",6.7,14.0,Satyen Bose,Suresh Chatwal,Anoop Kumar,Ashok Kumar
Kayda Kanoon,(1993),150,"['Action', ' Crime', ' Drama']",5.0,504.0,Pradeep Maini,Akshay Kumar,Sudesh Berry,Ashwini Bhave
Keemat,(1973),132,['Action'],6.8,48.0,Ravikant Nagaich,Dharmendra,Rekha,Prem Chopra
Kehta Hai Yeh Dil,(2020),116,"['Comedy', ' Drama']",3.3,10.0,R.k. Sharma,Ranbeeir Kalsi,Sharvani Sahay,Elena Tuteja
Kehtaa Hai Dil Baar Baar,(2002),119,"['Comedy', ' Drama', ' Romance']",4.7,182.0,Rahul Dholakia,Paresh Rawal,Jimmy Sheirgill,Kim Sharma
Kerry on Kutton,(2016),125,['Drama'],5.7,216.0,Ashok Yadav,Bhavana Singh Chauhan,Satyajeet Dubey,Aradhana Jagota
Kevi Rite Jaish,(2012),128,"['Comedy', ' Family']",8.1,869.0,Abhishek Jain,Tom Alter,Abhinay Banker,Raju Barot
Khaan Dost,(1976),157,"['Action', ' Crime', ' Drama']",5.6,38.0,Dulal Guha,Raj Kapoor,Shatrughan Sinha,Mithu Mukherjee
Khabardar,(1984),167,['Family'],5.9,23.0,Rama Rao Tatineni,Amitabh Bachchan,Kamal Haasan,Jaya Prada
Khajoor Pe Atke,(2018),119,['Comedy'],5.6,221.0,Harsh Chhaya,Vinay Pathak,Suneeta Sengupta,Alka Amin
Khalifa,(1976),140,"['Action', ' Crime', ' Drama']",5.7,15.0,Prakash Mehra,Randhir Kapoor,Rekha,I.S. Johar
Khallas: The Beginning of End,(2007),121,"['Crime', ' Drama', ' Romance']",4.0,11.0,Sumeet Chawla,Nikita Anand,Sanjeev Dabholkar,Raj Hussein
Khallballi: Fun Unlimited,(2008),135,"['Comedy', ' Thriller']",5.8,18.0,Ajay Chandhok,Nikhil Dwivedi,Sada,Shruti Seth
Khalli Balli,(2019),135,"['Comedy', ' Horror']",5.2,5.0,Manoj Sharma,Kainaat Arora,Asrani,Mini Bansal
Khal-Naaikaa,(1993),147,"['Crime', ' Drama', ' Thriller']",3.7,141.0,Saawan Kumar Tak,Jeetendra,Jaya Prada,Anu Agrawal
Khalnayak,(2004),74,['Action'],6.3,12.0,Kishan Shah,Satnam Kaur,Kashish Khurana,Karishma
Khamiyaza: Journey of a Common Man,(2019),130,"['Action', ' Drama']",4.6,20.0,Deekshit Kaul,Heramb Tripathi,Piyali Munshi,Alok Chaturvedi
Khamosh,(1986),101,"['Mystery', ' Thriller']",7.5,944.0,Vidhu Vinod Chopra,Shabana Azmi,Amol Palekar,Naseeruddin Shah
Khamosh Adalat Jaari Hai,(2017),100,['Drama'],7.7,52.0,Ritesh Menon,Nandita Das,Pravina Bhagwat Deshpande,Ajitesh Gupta
Khamoshh... Khauff Ki Raat,(2005),123,"['Mystery', ' Thriller']",3.3,245.0,Deepak Tijori,Shilpa Shetty Kundra,Juhi Chawla,Shawar Ali
Khamoshi,(1970),127,"['Drama', ' Romance']",7.7,546.0,Asit Sen,Rajesh Khanna,Waheeda Rehman,Nasir Hussain
Khamoshi,(2019),96,"['Horror', ' Thriller']",3.5,239.0,Chakri Toleti,Prabhu Deva,Tamannaah Bhatia,Bhoomika Chawla
Khandaan,(1942),171,"['Drama', ' Family']",6.2,14.0,Shaukat Hussain Rizvi,Noor Jehan,Pran,Ghulam Mohammed
Khandaan,(1979),130,"['Drama', ' Romance']",6.5,19.0,Anil Ganguly,Jeetendra,Sulakshana Pandit,Bindiya Goswami
Khandan,(1965),158,"['Drama', ' Musical']",6.9,145.0,A. Bhimsingh,Sunil Dutt,Nutan,Pran
Khandhar,(1984),106,['Drama'],7.2,242.0,Mrinal Sen,Shabana Azmi,Annu Kapoor,Pankaj Kapur
Khanjar,(1980),134,['Thriller'],5.8,16.0,Atma Ram,Navin Nischol,Reena Roy,Amjad Khan
Khanjar,(2003),135,['Action'],3.2,60.0,Deepak Bahry,Chander Sharma,Sunil Shetty,Tabu
Khanna & Iyer,(2007),103,['Comedy'],5.1,49.0,Hemant Hegde,Sarvar Ahuja,Aditi Sharma,Arun Bakshi
Khap,(2011),125,"['Drama', ' Thriller']",5.0,104.0,Ajai Sinha,Rahul Jaiswal,Raj Arjun,Mohnish Bahl
Khatarnaak,(1990),223,"['Action', ' Crime', ' Drama']",5.2,82.0,Bharat Rangachary,Sanjay Dutt,Anita Raj,Farha Naaz
Khatra,(1991),135,"['Horror', ' Thriller']",2.8,6.0,H.N. Singh,Manik Irani,Goga Kapoor,Huma Khan
Khatron Ke Khiladi,(1988),156,"['Action', ' Drama']",4.8,181.0,Rama Rao Tatineni,Dharmendra,Sanjay Dutt,Chunky Panday
Khatron Ke Khiladi,(2001),135,['Action'],3.6,12.0,Imran Khalid,Ishrat Ali,Raj Babbar,Sudesh Berry
Khatta Meetha,(1978),128,"['Comedy', ' Drama']",7.5,862.0,Basu Chatterjee,Ashok Kumar,Rakesh Roshan,Bindiya Goswami
Khauff,(2000),124,"['Action', ' Crime', ' Drama']",4.4,361.0,Sanjay Gupta,Sanjay Dutt,Manisha Koirala,Sharad S. Kapoor
Khayal Gatha,(1989),103,"['Drama', ' Music']",6.6,34.0,Kumar Shahani,Mangal Dhillon,Rajat Kapoor,Mita Vashisht
Khazana,(1987),135,"['Action', ' Crime', ' Drama']",5.1,27.0,Harmesh Malhotra,Randhir Kapoor,Rekha,Bindu
Khazanchi,(1958),51,['Romance'],5.8,12.0,Prem Narayan Arora,Shyama,Balraj Sahni,Chitra
Khazanchi,(1941),171,['Mystery'],7.0,26.0,Moti B. Gidwani,M. Ismail,Ramola,Manorama
Khejdi,(2018),92,['Drama'],8.1,27.0,Rohit Dwivedi,Priyanka Agarwal,Sahil Bhati,Bertwin Ravi Dsouza
Khel,(1992),152,"['Comedy', ' Drama', ' Romance']",6.4,541.0,Rakesh Roshan,Aparajita,Prem Chopra,Madhuri Dixit
Khel,(1950),135,['Drama'],7.8,11.0,S.M. Nawab,Dev Anand,Anwar,Hafiz Jehan
Khel,(2003),174,"['Action', ' Crime', ' Drama']",4.0,467.0,Yusuf Khan,Sunny Deol,Sunil Shetty,Ajay Jadeja
Khel Khel Mein,(1975),139,"['Comedy', ' Mystery', ' Romance']",7.5,367.0,Ravi Tandon,Rishi Kapoor,Neetu Singh,Rakesh Roshan
Khel Khilari Ka,(1977),90,"['Action', ' Thriller']",6.2,49.0,Arjun Hingorani,Dharmendra,Shabana Azmi,Dhruv
Khel Mohabbat Ka,(1986),135,['Romance'],6.2,13.0,Satish Duggal,Farooq Shaikh,Poonam Dhillon,Shakti Kapoor
Khel Toh Ab Shuru Hoga,(2016),130,"['Action', ' Thriller']",5.2,10.0,Kunal v Singh,Ruslaan Mumtaz,Devshi Khanduri,Rohit Pathak
Khela,(2008),97,"['Comedy', ' Drama']",7.2,222.0,Rituparno Ghosh,Haradhan Bannerjee,Manish Bhattacharya,Satbol Bhattacharya
Khilaaf,(1991),135,"['Action', ' Comedy', ' Crime']",5.3,76.0,Rajeev Nagpal,Mahesh Anand,Dina Pathak,Om Shivpuri
Khiladi No 1,(1997),135,['Action'],6.6,19.0,Kodanda Rami Reddy A.,Chiranjeevi,Amrish Puri,Radha
Khilari,(1968),138,"['Action', ' Sci-Fi']",6.8,19.0,Homi Wadia,Fearless Nadia,Dilip Raj,Uma
Khilona,(1996),135,"['Drama', ' Romance']",6.2,28.0,Deepak Pawar,Aditya Pancholi,Shakti Kapoor,Mohan Joshi
Khilona,(1970),160,"['Drama', ' Musical', ' Romance']",7.2,327.0,Chander Vohra,Sanjeev Kumar,Mumtaz,Durga Khote
Khilona Bana Khalnayak,(1995),135,"['Comedy', ' Horror']",6.7,166.0,Mahesh Kothare,Kishori Ambiye,Laxmikant Berde,Ravindra Berde
Khofnak Mahal,(1998),135,['Horror'],2.5,11.0,Sushil Vyas,Brijesh,Javed Khan,Pramod Moutho
Khoj,(1971),135,['Action'],5.5,6.0,Jugal Kishore,Deepak Kumar,Farida Jalal,Shatrughan Sinha
